age_rating,app_rating,category,compatibility,languages,name,price,rank,rating_count,size
4+,4.9,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Japanese, Russian, Simplified Chinese, Spanish",Delete Contacts+,Free,,283 Ratings,26 MB
4+,1.0,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Korean",Fast Screen capture widget - SShot Widget Lite,Free,,1 Rating,31.1 MB
4+,5.0,"
                  Productivity
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish",Characters and Symbols LITE,Free,,5 Ratings,10.4 MB
17+,3.0,"
                  Productivity
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Multitasking Split Screen,Free,78,15 Ratings,47.8 MB
4+,4.7,"
                  Productivity
                ","Requires iOS 12.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Danish, Dutch, French, German, Italian, Japanese, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Turkish",Weebly by Square,Free,,140 Ratings,183.3 MB
4+,4.5,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Italian","Notes, Notepad & Memo - UpWord",Free,,52 Ratings,63.2 MB
4+,4.8,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",FE File Explorer: File Manager,Free,,96 Ratings,123.7 MB
4+,4.4,"
                  Productivity
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Dutch, French, German, Japanese, Korean, Russian, Spanish",Bestnet VPN - Best VPN Proxy,Free,,35 Ratings,49.6 MB
4+,4.4,"
                  Productivity
                ","Requires iOS 9.1 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Bengali, Czech, Dutch, French, German, Greek, Indonesian, Italian, Japanese, Korean, Persian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",ES File Explorer-File manage,Free,57,27 Ratings,130.4 MB
4+,4.8,"
                  Productivity
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish",Adobe Capture,Free,,109 Ratings,303.1 MB
17+,3.8,"
                  Productivity
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",EZCast Pro,Free,,5 Ratings,124.4 MB
4+,4.8,"
                  Productivity
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Spanish",mail.com,Free,,292 Ratings,68.5 MB
4+,3.6,"
                  Productivity
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Catalan, French, German, Italian, Polish, Portuguese, Simplified Chinese, Spanish",GreatDay HR,Free,,73 Ratings,112.7 MB
4+,4.8,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,VNC Viewer - Remote Desktop,Free,,239 Ratings,37 MB
4+,4.9,"
                  Productivity
                ","Requires iOS 11.0 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",Spark - Email App by Readdle,Free,,951 Ratings,403.1 MB
4+,4.5,"
                  Productivity
                ","Requires iOS 9.1 or later. Compatible with iPhone, iPad and iPod touch.","English, Chinese, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese, Vietnamese",Cleaner Master - Clean Storage,Free,65,330 Ratings,58.6 MB
17+,5.0,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Hotspot VPN Proxy & AdBlock,Free,,15 Ratings,16.1 MB
4+,4.7,"
                  Productivity
                ","Requires iOS 9.3 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, French, Persian, Russian, Simplified Chinese, Traditional Chinese",VPN - Best VPN Proxy Master,Free,134,572 Ratings,65.9 MB
4+,4.7,"
                  Productivity
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Danish, Dutch, French, German, Hebrew, Hindi, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Spanish, Swedish, Turkish",Wix,Free,149,67 Ratings,189.6 MB
4+,3.9,"
                  Productivity
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian",CloudMAX,Free,139,82 Ratings,50.4 MB
4+,4.3,"
                  Productivity
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Slovenian, Spanish, Swedish, Turkish",My Measures + AR Measure,Free,182,50 Ratings,83.8 MB
4+,4.8,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Danish, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese",Contacts Backup Pro & Restore,Free,112,50 Ratings,67.4 MB
4+,2.5,"
                  Productivity
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Mendeley (PDF Reader),Free,161,21 Ratings,74.3 MB
12+,4.8,"
                  Productivity
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Bulgarian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",HMA VPN Proxy & WiFi Security,Free,196,502 Ratings,72.6 MB
4+,2.0,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Simple VPN – Secure VPN Proxy,Free,,10 Ratings,7.7 MB
4+,4.7,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad 2 Wi‑Fi + Cellular, iPad (3rd generation) Wi‑Fi + Cellular, iPad (4th generation) Wi‑Fi + Cellular, iPad mini Wi-Fi + Cellular, iPad Air Wi-Fi + Cellular, iPad mini 2 Wi-Fi + Cellular, iPad Air 2 Wi-Fi + Cellular, iPad mini 3 Wi-Fi + Cellular, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation) Wi-Fi + Cellular, and iPad (7th generation) Wi-Fi + Cellular.",English,My GPS Coordinates,Free,,11 Ratings,6.4 MB
17+,5.0,"
                  Productivity
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,iLike Stickers - Sticker maker,Free,38,1 Rating,55.5 MB
4+,4.7,"
                  Productivity
                ","Requires iOS 10.0 and watchOS 2.2 or later. Compatible with iPhone, iPad and iPod touch.",English,IFTTT,Free,,229 Ratings,81.2 MB
4+,2.9,"
                  Productivity
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Spanish",Router Keygen: WiFi Passwords,Free,,34 Ratings,3 MB
4+,4.1,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, French, Portuguese, Simplified Chinese, Spanish",Vault - Hide photos & videos,Free,,94 Ratings,44.2 MB
4+,4.8,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Danish, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",SanDisk iXpand™ Sync,Free,,225 Ratings,131.8 MB
4+,4.0,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,BulkSMS Text Messenger,Free,,1 Rating,12.7 MB
4+,4.5,"
                  Productivity
                ","Requires iOS 12.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Norwegian Bokmål, Portuguese, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Adobe Spark Video,Free,,94 Ratings,187.3 MB
4+,4.4,"
                  Productivity
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Prêt-à-Template,Free,123,19 Ratings,570.4 MB
4+,4.6,"
                  Productivity
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,StickMe Notes Sticky Notes App,Free,130,116 Ratings,217.6 MB
4+,3.1,"
                  Productivity
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Simplified Chinese",iChecker- Check storage memory,Free,,11 Ratings,13 MB
4+,4.9,"
                  Productivity
                ","Requires iOS 10.0 and watchOS 4.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Bear,Free,,66 Ratings,81.1 MB
17+,4.7,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Hotspot VPN Unlimited Proxy X,Free,,26 Ratings,42.2 MB
17+,4.8,"
                  Productivity
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Simplified Chinese",VPN-VPN Hotspot VPN For iPhone,Free,,475 Ratings,8.2 MB
4+,3.7,"
                  Productivity
                ","Requires iOS 9.0 and watchOS 3.0 or later. Compatible with iPhone, iPad and iPod touch.","English, German",Kalkulilo (Calculator),Free,,3 Ratings,14.7 MB
4+,2.7,"
                  Productivity
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.",English,VPN Bubble - Fast VPN,Free,,3 Ratings,22.9 MB
4+,5.0,"
                  Productivity
                ","Requires iOS 12.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Scanner Apps-Scan PDF Document,Free,124,212 Ratings,16 MB
4+,4.6,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Simplified Chinese, Traditional Chinese",Fonts Manager,Free,,85 Ratings,14.1 MB
17+,3.0,"
                  Productivity
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish, Turkish","To PDF - convert documents, webpages and more to PDF",Free,,3 Ratings,97 MB
4+,4.8,"
                  Productivity
                ","Requires iOS 11.0 and watchOS 5.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",Calendars by Readdle,Free,184,453 Ratings,135.3 MB
4+,4.9,"
                  Productivity
                ","Requires iOS 12.0 and watchOS 4.0 or later. Compatible with iPhone, iPad and iPod touch. Apple TV.","English, French, German, Russian, Spanish",USB Disk SE,Free,,36 Ratings,81.1 MB
4+,2.3,"
                  Productivity
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Dark Rem,Free,53,14 Ratings,16.4 MB
4+,5.0,"
                  Productivity
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Paint,Free,,2 Ratings,14.5 MB
4+,4.6,"
                  Productivity
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Simplified Chinese, Traditional Chinese","Video Compress - Reduce Movie Size,Shrink Video",Free,62,395 Ratings,5.9 MB
4+,2.9,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,PRUforce Mobile,Free,180,352 Ratings,369.4 MB
4+,3.9,"
                  Productivity
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Phone Number Tracker,Free,116,330 Ratings,127.2 MB
4+,4.1,"
                  Productivity
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Simplified Chinese",Path Timeline,Free,81,35 Ratings,19.8 MB
17+,4.5,"
                  Productivity
                ","Requires iOS 8.0 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch), iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad (6th generation), iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation), iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi-Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi-Fi + Cellular, iPod touch (6th generation) and iPod touch (7th generation).","English, Dutch, Finnish, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",Web Browser - Internet Browsing For Private Search,Free,131,68 Ratings,7.1 MB
4+,4.4,"
                  Productivity
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Simplified Chinese","Group Text Free －Send SMS,iMessage,Email Message In Batches Fast",Free,185,9 Ratings,4.9 MB
4+,4.8,"
                  Productivity
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Slovenian, Spanish, Swedish, Turkish","My Scans, best PDF Scanner App",Free,102,264 Ratings,114.8 MB
4+,4.8,"
                  Productivity
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,X-VPN -  Fast Stable VPN Proxy,Free,133,977 Ratings,95.3 MB
4+,4.4,"
                  Productivity
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,VidClips - Video Merger Pro,Free,,54 Ratings,44.5 MB
